Ticker,Test_Samples,HistMean_MSE_3M,HistMean_DirAcc_3M,HistMean_MSE_1Y,HistMean_DirAcc_1Y,MA_MSE_3M,MA_DirAcc_3M,MA_MSE_1Y,MA_DirAcc_1Y,LR_MSE_3M,LR_DirAcc_3M,LR_MSE_1Y,LR_DirAcc_1Y,RF_MSE_3M,RF_DirAcc_3M,RF_MSE_1Y,RF_DirAcc_1Y,SimpleLSTM_MSE_3M,SimpleLSTM_DirAcc_3M,SimpleLSTM_MSE_1Y,SimpleLSTM_DirAcc_1Y,Hybrid_MSE_3M,Hybrid_DirAcc_3M,Hybrid_MSE_1Y,Hybrid_DirAcc_1Y
SBILIFE,261,0.011681135848855367,41.7624521072797,0.013834012787409549,88.12260536398468,0.02027809259388088,45.21072796934866,0.008985026187051744,45.593869731800766,0.009449531017305165,67.43295019157088,0.008337731797250192,71.64750957854406,0.018355819794207466,52.87356321839081,0.0055981338166484935,85.82375478927203,0.014270983636379242,54.008438818565395,0.023401496931910515,89.0295358649789,0.0024509388022124767,81.85654008438819,0.002990245120599866,89.0295358649789
BAJAJ-AUTO,890,0.018239908094201472,62.69662921348315,0.06649845074855604,83.82022471910112,0.029849298275016988,50.674157303370784,0.10402938622650483,47.97752808988764,0.025505326291289033,47.41573033707866,0.4487119364353027,22.02247191011236,0.032399632172665234,47.07865168539326,0.18248362456810036,27.977528089887638,0.021502941846847534,61.77829099307159,0.06411880254745483,83.37182448036951,0.0060646263882517815,86.48960739030022,0.013858966529369354,87.52886836027713
GRASIM,890,0.04096519842993625,65.3932584269663,0.4052766527641057,82.02247191011236,0.05509527456289709,61.79775280898876,0.4277445250579153,58.20224719101124,0.057929359782859555,52.80898876404494,0.7659487732459302,42.69662921348314,0.050847921013241267,50.56179775280899,0.5384288840488595,44.9438202247191,0.046562083065509796,47.57505773672055,0.42308929562568665,84.29561200923787,0.006400782614946365,86.72055427251732,0.01638331636786461,82.7944572748268
DIVISLAB,890,0.02445944035024313,61.01123595505618,0.23060483777193014,66.17977528089888,0.040878161666882254,52.80898876404494,0.3399574104747196,54.606741573033716,0.11577902736703842,40.337078651685395,1.6445168109112285,34.71910112359551,0.03552120634277841,42.02247191011236,0.23043684300774794,65.84269662921348,0.021283220499753952,59.930715935334874,0.2904702425003052,65.24249422632793,0.010338704101741314,89.95381062355659,0.030558407306671143,89.14549653579677
BRITANNIA,890,0.01460962343607546,58.98876404494382,0.05565024980664009,82.80898876404494,0.023815622108605574,45.95505617977528,0.06415798542583502,43.48314606741573,0.012938013064418767,56.51685393258427,0.041417526170060434,82.35955056179776,0.026192520495236415,51.23595505617977,0.10967233237624784,28.20224719101124,0.013489378616213799,58.08314087759815,0.04055837169289589,82.3325635103926,0.009980801492929459,63.279445727482674,0.008949165232479572,79.56120092378754
CIPLA,890,0.02419926951376226,62.92134831460674,0.09326238603969428,90.56179775280899,0.03955963730807389,48.53932584269663,0.15040411022666655,49.66292134831461,0.03873127310096026,39.438202247191015,0.33510504901979676,28.764044943820227,0.04263253089168621,41.34831460674157,0.18553041322126704,34.49438202247191,0.02886176109313965,38.106235565819865,0.13447751104831696,90.30023094688222,0.005478209350258112,86.83602771362587,0.010202701203525066,95.26558891454965
TECHM,808,0.0450082982598967,65.0990099009901,0.21144742155587617,70.66831683168317,0.06748893254879114,54.70297029702971,0.32556719999404493,51.85643564356436,0.12389944809376664,45.915841584158414,1.1406409454404685,35.396039603960396,0.07248134884986902,43.06930693069307,0.46291397669665385,34.777227722772274,0.047169510275125504,64.03061224489795,0.29284822940826416,72.70408163265306,0.004464759491384029,88.9030612244898,0.020968563854694366,96.93877551020408
NESTLEIND,890,0.008735435555575934,64.38202247191012,0.019634259786938155,91.34831460674158,0.016021032289015722,49.66292134831461,0.035530819988366,51.23595505617977,0.018677053074811063,39.438202247191015,0.0745488029673467,58.98876404494382,0.012620158777004484,59.21348314606741,0.1401212782169668,91.34831460674158,0.010518851689994335,63.39491916859122,0.03321036323904991,39.95381062355658,0.0029956658836454153,84.75750577367207,0.006868097931146622,91.10854503464203
APOLLOHOSP,890,0.03641275558161998,70.0,0.42230525290673304,83.14606741573034,0.05812729515627493,54.26966292134831,0.4449523504009418,58.876404494382015,0.11362747737463572,44.9438202247191,0.8399903778942447,42.80898876404494,0.05367806236068407,37.97752808988764,0.6354794772146384,22.47191011235955,0.037887509912252426,69.16859122401847,0.5446938872337341,82.7944572748268,0.009154426865279675,91.33949191685913,0.02203715406358242,95.49653579676675
HEROMOTOCO,890,0.0240569298533454,44.71910112359551,0.055909880558823406,70.78651685393258,0.03770306952630805,44.49438202247191,0.09897404851954685,44.49438202247191,0.022123743317090556,61.23595505617978,0.05692108629919328,67.97752808988764,0.021703698519863895,46.06741573033708,0.052711934555749754,53.59550561797752,0.024379843845963478,43.418013856812934,0.06266826391220093,70.32332563510393,0.003980048932135105,81.63972286374134,0.00824134610593319,92.8406466512702
INDUSINDBK,890,0.08132806930527864,58.539325842696634,0.31057878004650086,65.3932584269663,0.11122662444977374,49.550561797752806,0.41072432710553497,53.70786516853933,0.10266733291228287,44.71910112359551,1.2013938211351096,58.651685393258425,0.07665578464987731,57.865168539325836,0.2698948074624564,70.4494382022472,0.08080977201461792,59.468822170900694,0.30942589044570923,65.47344110854503,0.04629772529006004,76.44341801385681,0.051477786153554916,93.18706697459585
EICHERMOT,890,0.037667088390870955,59.7752808988764,0.12698507856487656,84.26966292134831,0.056229870347768815,50.89887640449439,0.09605826493105128,46.17977528089888,0.03659125399677522,60.22471910112359,0.09369280679985162,61.348314606741575,0.02539983479802828,60.1123595505618,0.10784230423664376,49.66292134831461,0.051203057169914246,39.37644341801386,0.048036932945251465,84.8729792147806,0.01012606080621481,78.63741339491916,0.015222489833831787,84.8729792147806
DRREDDY,890,0.014603475145740685,63.258426966292134,0.0994046170360994,62.92134831460674,0.025721505317876057,45.056179775280896,0.16124879883192209,52.58426966292134,0.02368239799639247,46.96629213483146,0.2372828512604348,52.24719101123596,0.08751373446474368,41.46067415730337,0.18130003471591322,53.25842696629214,0.01499049924314022,68.82217090069284,0.0963001474738121,61.89376443418014,0.00844157487154007,79.44572748267899,0.01666404865682125,88.56812933025404
TATACONSUM,890,0.026739168027580723,66.17977528089888,0.18268481105773043,85.61797752808988,0.03911864280433713,51.79775280898876,0.2237258153097158,52.58426966292134,0.06668143482332194,39.8876404494382,0.4085334261557011,34.60674157303371,0.0584544587079216,34.71910112359551,0.5880616469191764,16.96629213483146,0.02879415825009346,65.47344110854503,0.22615498304367065,85.21939953810623,0.005387177225202322,90.64665127020785,0.0050006466917693615,92.8406466512702
BPCL,890,0.03113267332206109,52.92134831460674,0.07367585847131267,58.42696629213483,0.05222892511311541,46.741573033707866,0.10019673968377121,47.30337078651685,0.029197485475988924,60.1123595505618,0.047455144137668964,62.92134831460674,0.032855422262739076,57.640449438202246,0.08705386628445275,55.50561797752809,0.026977285742759705,64.43418013856814,0.05975367873907089,57.27482678983834,0.0066969916224479675,88.91454965357968,0.009860155172646046,96.88221709006929
HDFCLIFE,255,0.011589746888253212,36.470588235294116,0.017021075897636694,63.52941176470588,0.017064622747065508,43.92156862745098,0.03016968818043857,51.37254901960784,0.00868745233261176,53.72549019607843,0.026291222095450404,60.3921568627451,0.01688515735961994,42.745098039215684,0.040718207515045034,68.62745098039215,0.007191263604909182,65.36796536796537,0.013901759870350361,70.12987012987013,0.004225354641675949,76.62337662337663,0.0026525408029556274,93.5064935064935
UPL,890,0.03805423642443657,54.606741573033716,0.15976961748378615,45.50561797752809,0.06401431116802225,43.258426966292134,0.23657047920636137,45.84269662921348,0.03783929386679395,47.640449438202246,0.10324152972588689,67.86516853932584,0.045608162385483035,57.528089887640455,0.1539774127942354,76.29213483146067,0.041908036917448044,54.734411085450354,0.16427280008792877,46.76674364896074,0.007970123551785946,80.0230946882217,0.010626541450619698,91.68591224018475
LTIM,320,0.06419394823745439,39.6875,0.44684303822924587,54.6875,0.048738255165264574,40.9375,0.1408561189199462,52.1875,0.13685240052270314,39.6875,0.1058328086047656,70.0,0.18987752541838257,39.6875,0.048439879466263144,80.9375,0.043895453214645386,34.68013468013468,0.06859736144542694,41.41414141414141,0.018648015335202217,84.51178451178451,0.011028819717466831,98.98989898989899
